Code	Order	Family	Genus	Species
VUGF	Myrtales	Lythraceae	Punica	Punica_granatum
YMUO	Myrtales	Lythraceae	Punica	Punica_granatum
YNUE	Myrtales	Lythraceae	Punica	Punica_granatum
WWQZ	Myrtales	Melastomataceae	Medinilla	Medinilla_magnifica
SWGX	Myrtales	Melastomataceae	Tetrazygia	Tetrazygia_bicolor
AYMT	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus_leucoxylon
NEBM	Myrtales	Myrtaceae	Syzygium	Syzygium_micranthum
FGDU	Myrtales	Myrtaceae	Syzygium	Syzygium_paniculatum
FEDW	Myrtales	Onagraceae	Epilobium	Epilobium_sp
GVCB	Myrtales	Onagraceae	Oenothera	Oenothera_affinis
EQYT	Myrtales	Onagraceae	Oenothera	Oenothera_berlandieri
BZDF	Myrtales	Onagraceae	Oenothera	Oenothera_biennis
DSVQ	Myrtales	Onagraceae	Oenothera	Oenothera_biennis
DWAP	Myrtales	Onagraceae	Oenothera	Oenothera_biennis
EXGW	Myrtales	Onagraceae	Oenothera	Oenothera_biennis
FDBS	Myrtales	Onagraceae	Oenothera	Oenothera_biennis
MLUJ	Myrtales	Onagraceae	Oenothera	Oenothera_biennis
KBRW	Myrtales	Onagraceae	Oenothera	Oenothera_clelandii
AJBK	Myrtales	Onagraceae	Oenothera	Oenothera_elata
IDAU	Myrtales	Onagraceae	Oenothera	Oenothera_elata
ROLB	Myrtales	Onagraceae	Oenothera	Oenothera_elata
WBXY	Myrtales	Onagraceae	Oenothera	Oenothera_elata
AXNH	Myrtales	Onagraceae	Oenothera	Oenothera_filiformis
ECSL	Myrtales	Onagraceae	Oenothera	Oenothera_filiformis
JYOB	Myrtales	Onagraceae	Oenothera	Oenothera_filiformis
NQWS	Myrtales	Onagraceae	Oenothera	Oenothera_filiformis
IIFB	Myrtales	Onagraceae	Oenothera	Oenothera_gaura
JMJV	Myrtales	Onagraceae	Oenothera	Oenothera_gaura
LACT	Myrtales	Onagraceae	Oenothera	Oenothera_gaura
LHDP	Myrtales	Onagraceae	Oenothera	Oenothera_gaura
PMTB	Myrtales	Onagraceae	Oenothera	Oenothera_gaura
TGOP	Myrtales	Onagraceae	Oenothera	Oenothera_gaura
EBPG	Myrtales	Onagraceae	Oenothera	Oenothera_grandiflora
GZUR	Myrtales	Onagraceae	Oenothera	Oenothera_grandiflora
HOOU	Myrtales	Onagraceae	Oenothera	Oenothera_grandiflora
MJHP	Myrtales	Onagraceae	Oenothera	Oenothera_grandiflora
REZJ	Myrtales	Onagraceae	Oenothera	Oenothera_grandiflora
ZINQ	Myrtales	Onagraceae	Oenothera	Oenothera_grandiflora
CHTD	Myrtales	Onagraceae	Oenothera	Oenothera_grandis
EWHG	Myrtales	Onagraceae	Oenothera	Oenothera_grandis
IMZV	Myrtales	Onagraceae	Oenothera	Oenothera_grandis
SEMK	Myrtales	Onagraceae	Oenothera	Oenothera_grandis
TAHF	Myrtales	Onagraceae	Oenothera	Oenothera_grandis
WPUV	Myrtales	Onagraceae	Oenothera	Oenothera_grandis
AQXA	Myrtales	Onagraceae	Oenothera	Oenothera_laciniata
ARYD	Myrtales	Onagraceae	Oenothera	Oenothera_laciniata
DIBI	Myrtales	Onagraceae	Oenothera	Oenothera_laciniata
ICUS	Myrtales	Onagraceae	Oenothera	Oenothera_laciniata
ONZG	Myrtales	Onagraceae	Oenothera	Oenothera_laciniata
QBRF	Myrtales	Onagraceae	Oenothera	Oenothera_laciniata
HPNZ	Myrtales	Onagraceae	Oenothera	Oenothera_longituba
CJGZ	Myrtales	Onagraceae	Oenothera	Oenothera_nana
DZLN	Myrtales	Onagraceae	Oenothera	Oenothera_picensis
YHLF	Myrtales	Onagraceae	Oenothera	Oenothera_rhombipetala
FXJC	Myrtales	Onagraceae	Oenothera	Oenothera_rosea
KFAL	Myrtales	Onagraceae	Oenothera	Oenothera_rosea
UJGI	Myrtales	Onagraceae	Oenothera	Oenothera_rosea
XSNO	Myrtales	Onagraceae	Oenothera	Oenothera_rosea
YIVZ	Myrtales	Onagraceae	Oenothera	Oenothera_rosea
SJAN	Myrtales	Onagraceae	Oenothera	Oenothera_serrulata
GBGW	Myrtales	Onagraceae	Oenothera	Oenothera_speciosa
RLZU	Myrtales	Onagraceae	Oenothera	Oenothera_speciosa
TLCA	Myrtales	Onagraceae	Oenothera	Oenothera_speciosa
UASK	Myrtales	Onagraceae	Oenothera	Oenothera_speciosa
XZAQ	Myrtales	Onagraceae	Oenothera	Oenothera_speciosa
XZPP	Myrtales	Onagraceae	Oenothera	Oenothera_speciosa
JKNQ	Myrtales	Onagraceae	Oenothera	Oenothera_suffulta_suffulta
HKMQ	Myrtales	Onagraceae	Oenothera	Oenothera_villaricae
IHCQ	Celastrales	Celastraceae	Crossopetalum	Crossopetalum_rhacoma
MFEA	Celastrales	Celastraceae	Stackhousia	Stackhousia_spathulata
WWKL	Huerteales	Tapisciaceae	Tapiscia	Tapiscia_sinensis
NFXV	Malpighiales	Calophyllaceae	Mammea	Mammea_americana
ZBVT	Malpighiales	Chrysobalanaceae	Chrysobalanus	Chrysobalanus_icaco
HBUQ	Malpighiales	Chrysobalanaceae	Licania	Licania_michauxii
OSIP	Malpighiales	Clusiaceae	Garcinia	Garcinia_livingstonei
FWCQ	Malpighiales	Clusiaceae	Garcinia	Garcinia_oblongifolia
RPPC	Malpighiales	Erythroxylaceae	Erythroxylum	Erythroxylum_coca
VVPY	Malpighiales	Euphorbiaceae	Croton	Croton_tiglium
LSLA	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia_mesembryanthemifolia
RHAU	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia_mesembryanthemifolia
VPDX	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia_mesembryanthemifolia
PXYR	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia_pekinensis
XNLP	Malpighiales	Euphorbiaceae	Manihot	Manihot_grahamii
PAZJ	Malpighiales	Euphorbiaceae	Ricinus	Ricinus_communis
BNDE	Malpighiales	Hypericaceae	Hypericum	Hypericum_perforatum
OODC	Malpighiales	Linaceae	Linum	Linum_bienne
AXPJ	Malpighiales	Linaceae	Linum	Linum_flavum
MYVH	Malpighiales	Linaceae	Linum	Linum_grandiflorum
HNCF	Malpighiales	Linaceae	Linum	Linum_hirsutum
AEPI	Malpighiales	Linaceae	Linum	Linum_leonii
BHYC	Malpighiales	Linaceae	Linum	Linum_lewisii
KCPT	Malpighiales	Linaceae	Linum	Linum_macraei
BVOF	Malpighiales	Linaceae	Linum	Linum_perenne
LFII	Malpighiales	Linaceae	Linum	Linum_perenne
XWMS	Malpighiales	Linaceae	Linum	Linum_perenne
TXMP	Malpighiales	Linaceae	Linum	Linum_strictum
VXOD	Malpighiales	Linaceae	Linum	Linum_tenuifolium
MJAV	Malpighiales	Linaceae	Linum	Linum_usitatissimum
OGSY	Malpighiales	Linaceae	Linum	Linum_usitatissimum
OZJZ	Malpighiales	Linaceae	Linum	Linum_usitatissimum
POZS	Malpighiales	Linaceae	Linum	Linum_usitatissimum
XPBC	Malpighiales	Malpighiaceae	Galphimia	Galphimia_gracilis
TVCU	Malpighiales	Ochnaceae	Ochna	Ochna_mossambicensis
CKDK	Malpighiales	Ochnaceae	Ochna	Ochna_serrulata
COAQ	Malpighiales	Passifloraceae	Malesherbia	Malesherbia_fasciculata
SIZE	Malpighiales	Passifloraceae	Passiflora	Passiflora_caerulea
EZZT	Malpighiales	Passifloraceae	Passiflora	Passiflora_edulis
ZIWB	Malpighiales	Passifloraceae	Passiflora	Passiflora_sp
VNMY	Malpighiales	Phyllanthaceae	Bischofia	Bischofia_javanica
YGAT	Malpighiales	Phyllanthaceae	Phyllanthus	Phyllanthus_sp
RVGH	Malpighiales	Putranjivaceae	Drypetes	Drypetes_deplanchei
ZTLR	Malpighiales	Rhizophoraceae	Rhizophora	Rhizophora_mangle
INQX	Malpighiales	Salicaceae	Salix	Salix_acutifolia
IEPQ	Malpighiales	Salicaceae	Salix	Salix_dasyclados
GLVK	Malpighiales	Salicaceae	Salix	Salix_eriocephala
RZTJ	Malpighiales	Salicaceae	Salix	Salix_fargesii
LFOG	Malpighiales	Salicaceae	Salix	Salix_purpurea
TDTF	Malpighiales	Salicaceae	Salix	Salix_sachalinensis
KKDQ	Malpighiales	Salicaceae	Salix	Salix_viminalis
NJLF	Malpighiales	Violaceae	Viola	Viola_canadensis
LPGY	Malpighiales	Violaceae	Viola	Viola_tricolor
YZVJ	Oxalidales	Cephalotaceae	Cephalotus	Cephalotus_follicularis
TIUZ	Oxalidales	Cunoniaceae	Cunonia	Cunonia_capensis
THHD	Oxalidales	Elaeocarpaceae	Elaeocarpus	Elaeocarpus_sylvestris
JHCN	Oxalidales	Oxalidaceae	Oxalis	Oxalis_sp
WAXR	Sapindales	Anacardiaceae	Litchi	Litchi_chinensis
YUOM	Sapindales	Anacardiaceae	Rhus	Rhus_radicans
FCCA	Sapindales	Burseraceae	Boswellia	Boswellia_sacra
JSZD	Sapindales	Burseraceae	Bursera	Bursera_simaruba
BCAA	Sapindales	Kirkiaceae	Kirkia	Kirkia_wilmsii
UVDC	Sapindales	Meliaceae	Azadirachta	Azadirachta_indica
CAIX	Sapindales	Meliaceae	Melia	Melia_azedarach
RJIM	Sapindales	Meliaceae	Melia	Melia_azedarach
VCCF	Sapindales	Meliaceae	Melia	Melia_azedarach
OBTI	Sapindales	Nitrariaceae	Peganum	Peganum_harmala
UHJR	Sapindales	Rutaceae	Citrus	Citrus_x_paradisi
PGKL	Sapindales	Rutaceae	Phellodendron	Phellodendron_amurense
VFFP	Sapindales	Aceraceae	Acer	Acer_negundo
HBHB	Sapindales	Hippocastanaceae	Aesculus	Aesculus_pavia
QICX	Sapindales	Simaroubaceae	Ailanthus	Ailanthus_altissima
IKFD	Sapindales	Simaroubaceae	Quassia	Quassia_amara
KPTE	Malvales	Bixaceae	Bixa	Bixa_orellana
PKMO	Malvales	Cistaceae	Cistus	Cistus_inflatus
WYIG	Malvales	Malvaceae	Dombeya	Dombeya_burgessiae
OLXF	Malvales	Malvaceae	Hibiscus	Hibiscus_cannabinus
ZSAB	Malvales	Malvaceae	Hoheria	Hoheria_angustifolia
ATFX	Malvales	Muntingiaceae	Muntingia	Muntingia_calabura
WMUK	Malvales	Sarcolaenaceae	Schizolaena	Schizolaena_sp
PUDI	Malvales	Thymelaeaceae	Daphne	Daphne_giraldii
AWJM	Malvales	Thymelaeaceae	Edgeworthia	Edgeworthia_papyrifera
QJXB	Malvales	Thymelaeaceae	Wikstroemia	Wikstroemia_indica
HYZL	Brassicales	Akaniaceae	Akania	Akania_lucens
DZTK	Brassicales	Bataceae	Batis	Batis_maritima
TZWR	Brassicales	Brassicaceae	Arabis	Arabis_alpina
IPWB	Brassicales	Brassicaceae	Brassica	Brassica_nigra
CSUV	Brassicales	Brassicaceae	Cochlearia	Cochlearia_officinalis
HABV	Brassicales	Brassicaceae	Draba	Draba_aizoides
GTSV	Brassicales	Brassicaceae	Draba	Draba_hispida
UVQL	Brassicales	Brassicaceae	Draba	Draba_magellanica
LAPO	Brassicales	Brassicaceae	Draba	Draba_oligosperma
LJQF	Brassicales	Brassicaceae	Draba	Draba_ossetica
BXBF	Brassicales	Brassicaceae	Draba	Draba_sachalinensis
VMNH	Brassicales	Brassicaceae	Sinapis	Sinapis_alba
MBQU	Brassicales	Cleomaceae	Cleome	Cleome_gynandra
VDKG	Brassicales	Cleomaceae	Cleome	Cleome_gynandra
ZLOA	Brassicales	Cleomaceae	Cleome	Cleome_gynandra
EZXQ	Brassicales	Cleomaceae	Cleome	Cleome_violacea
HELY	Brassicales	Cleomaceae	Cleome	Cleome_violacea
LVUS	Brassicales	Cleomaceae	Cleome	Cleome_violacea
UPZX	Brassicales	Cleomaceae	Cleome	Cleome_viscosa
QSKP	Brassicales	Cleomaceae	Polanisia	Polanisia_trachysperma
UAXP	Brassicales	Gyrostemonaceae	Gyrostemon	Gyrostemon_ramulosus
JOIS	Brassicales	Koeberliniaceae	Koeberlinia	Koeberlinia_spinosa
CRNC	Brassicales	Limnanthaceae	Limnanthes	Limnanthes_douglasii
CZPV	Brassicales	Moringaceae	Moringa	Moringa_oleifera
SWPE	Brassicales	Resedaceae	Reseda	Reseda_odorata
RTTY	Brassicales	Salvadoraceae	Salvadora	Salvadora_sp
MYZV	Brassicales	Tropaeolaceae	Tropaeolum	Tropaeolum_peregrinum
FWBF	Cornales	Cornaceae	Alangium	Alangium_chinense
BFJL	Cornales	Cornaceae	Cornus	Cornus_florida
UZNH	Cornales	Curtisiaceae	Curtisia	Curtisia_dentata
OTAN	Cornales	Hydrangeaceae	Deutzia	Deutzia_scabra
QURC	Cornales	Hydrangeaceae	Dichroa	Dichroa_febrifuga
ZETY	Cornales	Hydrangeaceae	Hydrangea	Hydrangea_quercifolia
BTZX	Cornales	Hydrangeaceae	Philadelphus	Philadelphus_inodorus
XONJ	Cornales	Nyssaceae	Camptotheca	Camptotheca_acuminata
VUSY	Cornales	Nyssaceae	Nyssa	Nyssa_ogeche
VTLJ	Cornales	Loasaceae	Caiophora	Caiophora_chuquitensis
QAUE	Ericales	Actinidiaceae	Actinidia	Actinidia_chinensis
JEXA	Ericales	Balsaminaceae	Impatiens	Impatiens_balsamifera
ADHK	Ericales	Diapensiaceae	Galax	Galax_urceolata
PIYM	Ericales	Diapensiaceae	Galax	Galax_urceolata
UFHF	Ericales	Diapensiaceae	Galax	Galax_urceolata
KVFU	Ericales	Ebenaceae	Diospyros	Diospyros_malabarica
AVJK	Ericales	Ericaceae	Cavendishia	Cavendishia_cuatrecasasii
WXVX	Ericales	Ericaceae	Ledum	Ledum_palustre
LRTN	Ericales	Ericaceae	Monotropa	Monotropa_uniflora
PPPZ	Ericales	Ericaceae	Rhododendron	Rhododendron_scopulorum
SERM	Ericales	Ericaceae	Sarcodes	Sarcodes_sanguinea
YSRZ	Ericales	Fouquieriaceae	Fouquieria	Fouquieria_macdougalii
BNTL	Ericales	Marcgraviaceae	Souroubea	Souroubea_exauriculata
NGRR	Ericales	Pentaphylacaceae	Ternstroemia	Ternstroemia_gymnanthera
WVMY	Ericales	Polemoniaceae	Phlox	Phlox_drummondii
FNEN	Ericales	Polemoniaceae	Phlox	Phlox_sp
ODDO	Ericales	Primulaceae	Ardisia	Ardisia_humilis
DAAD	Ericales	Primulaceae	Ardisia	Ardisia_revoluta
PTFA	Ericales	Primulaceae	Jacquinia	Jacquinia_sp
DTOA	Ericales	Primulaceae	Maesa	Maesa_lanceolata
OJCW	Ericales	Primulaceae	Maesa	Maesa_lanceolata
VKJD	Ericales	Primulaceae	Maesa	Maesa_lanceolata
HUSX	Ericales	Roridulaceae	Roridula	Roridula_gorgonias
BEFC	Ericales	Sapotaceae	Manilkara	Manilkara_zapota
OXYP	Ericales	Sapotaceae	Sideroxylon	Sideroxylon_reclinatum
WRPP	Ericales	Sapotaceae	Synsepalum	Synsepalum_dulcificum
AXBO	Ericales	Styracaceae	Sinojackia	Sinojackia_xylocarpa
JPDJ	Ericales	Symplocaceae	Symplocos	Symplocos_tinctoria
QRNU	Dipsacales	Adoxaceae	Sambucus	Sambucus_canadensis
SNBI	Dipsacales	Adoxaceae	Sambucus	Sambucus_canadensis
ZJRC	Dipsacales	Adoxaceae	Sambucus	Sambucus_canadensis
HLJG	Dipsacales	Adoxaceae	Viburnum	Viburnum_odoratissimum
JTRM	Dipsacales	Caprifoliaceae	Dipsacus	Dipsacus_asper
GSZA	Dipsacales	Caprifoliaceae	Lonicera	Lonicera_japonica
CAQZ	Dipsacales	Caprifoliaceae	Symphoricarpos	Symphoricarpos_sp
FFFY	Dipsacales	Caprifoliaceae	Valeriana	Valeriana_officinalis
TQKZ	Apiales	Apiaceae	Angelica	Angelica_archangelica
WEQK	Apiales	Apiaceae	Centella	Centella_asiatica
CWYJ	Apiales	Apiaceae	Heracleum	Heracleum_lanatum
EITK	Apiales	Araliaceae	Hedera	Hedera_helix
JBYE	Apiales	Araliaceae	Hedera	Hedera_helix
SUVN	Apiales	Araliaceae	Hedera	Hedera_helix
OINM	Apiales	Araliaceae	Hydrocotyle	Hydrocotyle_umbellata
EDBB	Apiales	Araliaceae	Polyscias	Polyscias_fruticosa
MVSE	Apiales	Griseliniaceae	Griselinia	Griselinia_littoralis
QIKZ	Apiales	Griseliniaceae	Griselinia	Griselinia_racemosa
AJFN	Apiales	Myodocarpaceae	Myodocarpus	Myodocarpus_sp
SBZH	Apiales	Pennantiaceae	Pennantia	Pennantia_corymbosa
SALZ	Apiales	Pittosporaceae	Pittosporum	Pittosporum_resiniferum
NTEO	Apiales	Pittosporaceae	Pittosporum	Pittosporum_sahnianum
GIOY	Asterales	Argophyllaceae	Corokia	Corokia_cotoneaster
GUMF	Asterales	Asteraceae	Anthemis	Anthemis_tinctoria
XRCX	Asterales	Asteraceae	Aster	Aster_tataricus
CFRN	Asterales	Asteraceae	Carthamus	Carthamus_lanatus
JNKW	Asterales	Asteraceae	Cicerbita	Cicerbita_plumieri
MHYG	Asterales	Asteraceae	Conyza	Conyza_canadensis
NUSE	Asterales	Asteraceae	Conyza	Conyza_canadensis
WSYE	Asterales	Asteraceae	Conyza	Conyza_canadensis
DESP	Asterales	Asteraceae	Erigeron	Erigeron_canadensis
EXHX	Asterales	Asteraceae	Flaveria	Flaveria_angustifolia
UQAZ	Asterales	Asteraceae	Flaveria	Flaveria_angustifolia
YRBQ	Asterales	Asteraceae	Flaveria	Flaveria_angustifolia
JEPE	Asterales	Asteraceae	Flaveria	Flaveria_bidentis
QBGG	Asterales	Asteraceae	Flaveria	Flaveria_bidentis
ZNZC	Asterales	Asteraceae	Flaveria	Flaveria_bidentis
IPUI	Asterales	Asteraceae	Flaveria	Flaveria_brownii
JYMN	Asterales	Asteraceae	Flaveria	Flaveria_brownii
LMXP	Asterales	Asteraceae	Flaveria	Flaveria_brownii
BIDT	Asterales	Asteraceae	Flaveria	Flaveria_cronquistii
DSWR	Asterales	Asteraceae	Flaveria	Flaveria_cronquistii
KJBH	Asterales	Asteraceae	Flaveria	Flaveria_cronquistii
QXWF	Asterales	Asteraceae	Flaveria	Flaveria_kochiana
NVSO	Asterales	Asteraceae	Flaveria	Flaveria_palmeri
AQZD	Asterales	Asteraceae	Flaveria	Flaveria_pringlei
GFVW	Asterales	Asteraceae	Flaveria	Flaveria_pringlei
RZSW	Asterales	Asteraceae	Flaveria	Flaveria_pringlei
HXDV	Asterales	Asteraceae	Flaveria	Flaveria_pubescens
JZHZ	Asterales	Asteraceae	Flaveria	Flaveria_pubescens
LYPZ	Asterales	Asteraceae	Flaveria	Flaveria_pubescens
UYED	Asterales	Asteraceae	Flaveria	Flaveria_sonorensis
HRVY	Asterales	Asteraceae	Flaveria	Flaveria_trinervia
RLCS	Asterales	Asteraceae	Flaveria	Flaveria_trinervia
ZCUA	Asterales	Asteraceae	Flaveria	Flaveria_trinervia
HXCD	Asterales	Asteraceae	Flaveria	Flaveria_vaginata
DUNJ	Asterales	Asteraceae	Helenium	Helenium_autumnale
AFQQ	Asterales	Asteraceae	Inula	Inula_helenium
MMJI	Asterales	Asteraceae	Lactuca	Lactuca_graminifolia
RFSD	Asterales	Asteraceae	Lactuca	Lactuca_graminifolia
ZGDS	Asterales	Asteraceae	Lactuca	Lactuca_graminifolia
DOVJ	Asterales	Asteraceae	Leontopodium	Leontopodium_alpinum
OAGK	Asterales	Asteraceae	Matricaria	Matricaria_matricarioides
BMSE	Asterales	Asteraceae	Senecio	Senecio_rowleyanus
EYKJ	Asterales	Asteraceae	Silybum	Silybum_marianum
TEZA	Asterales	Asteraceae	Solidago	Solidago_canadensis
DUQG	Asterales	Asteraceae	Tanacetum	Tanacetum_parthenium
KFZY	Asterales	Asteraceae	Tragopogon	Tragopogon_castellanus
DDRL	Asterales	Asteraceae	Tragopogon	Tragopogon_dubius
KGJF	Asterales	Asteraceae	Tragopogon	Tragopogon_porrifolius
FUPX	Asterales	Asteraceae	Tragopogon	Tragopogon_pratensis
UBLN	Asterales	Asteraceae	Xanthium	Xanthium_strumarium
IZLO	Asterales	Campanulaceae	Lobelia	Lobelia_siphilitica
IHPC	Asterales	Campanulaceae	Platycodon	Platycodon_grandiflorus
HUQC	Asterales	Goodeniaceae	Scaevola	Scaevola_mossambicensis
IXVJ	Asterales	Menyanthaceae	Menyanthes	Menyanthes_trifoliata
AUIP	Asterales	Phellinaceae	Phelline	Phelline_lucida
TPEM	Asterales	Platyspermatiaceae	Platyspermation	Platyspermation_crassifolium
FXGI	Asterales	Stylidiaceae	Stylidum	Stylidium_adnatum
QNIK	Asterales	unknown	unknown	unknown
TNVE	Asterales	unknown	unknown	unknown
GIPR	Garryales	Eucommiaceae	Eucommia	Eucommia_ulmoides
SZUO	Garryales	Garryaceae	Aucuba	Aucuba_japonica
SXML	Aquifoliales	Aquifoliaceae	Ilex	Ilex_paraguariensis
DFYF	Aquifoliales	Aquifoliaceae	Ilex	Ilex_sp
ASMV	Aquifoliales	Aquifoliaceae	Ilex	Ilex_vomitoria
QACK	Aquifoliales	Helwingiaceae	Helwingia	Helwingia_japonica
QZZU	Icacinales	Icacinaceae	Pyrenacantha	Pyrenacantha_malvifolia
PVGM	Icacinales	Oncothecaceae	Oncotheca	Oncotheca_balansae
CPOC	Solanales	Convolvulaceae	Convolvulus	Convolvulus_arvensis
AHRN	Solanales	Convolvulaceae	Cuscuta	Cuscuta_pentagona
ERWT	Solanales	Convolvulaceae	Ipomoea	Ipomoea_coccinea
QSLH	Solanales	Convolvulaceae	Ipomoea	Ipomoea_hederacea
OQBM	Solanales	Convolvulaceae	Ipomoea	Ipomoea_indica
NAUM	Solanales	Convolvulaceae	Ipomoea	Ipomoea_lindheimeri
IZNU	Solanales	Convolvulaceae	Ipomoea	Ipomoea_lobata
NHAG	Solanales	Convolvulaceae	Ipomoea	Ipomoea_nil
EMBR	Solanales	Convolvulaceae	Ipomoea	Ipomoea_pubescens
SDXI	Solanales	Convolvulaceae	Ipomoea	Ipomoea_purpurea
VXKB	Solanales	Convolvulaceae	Ipomoea	Ipomoea_purpurea
XQRV	Solanales	Convolvulaceae	Ipomoea	Ipomoea_purpurea
ALUC	Solanales	Convolvulaceae	Ipomoea	Ipomoea_quamoclit
BOLZ	Solanales	Solanaceae	Atropa	Atropa_belladonna
AIOU	Solanales	Solanaceae	Brugmansia	Brugmansia_sanguinea
JNVS	Solanales	Solanaceae	Datura	Datura_metel
LWCK	Solanales	Solanaceae	Lycium	Lycium_barbarum
OSMU	Solanales	Solanaceae	Lycium	Lycium_sp
UGJI	Solanales	Solanaceae	Lycopersicon	Lycopersicon_cheesmanii
MKZR	Solanales	Solanaceae	Nicotiana	Nicotiana_sylvestris
GHLP	Solanales	Solanaceae	Solanum	Solanum_dulcamara
DLAI	Solanales	Solanaceae	Solanum	Solanum_lasiophyllum
DLJZ	Solanales	Solanaceae	Solanum	Solanum_ptychanthum
NMDZ	Solanales	Solanaceae	Solanum	Solanum_sisymbriifolium
LQJY	Solanales	Solanaceae	Solanum	Solanum_xanthocarpum
EMAL	Boraginales	Boraginaceae	Ehretia	Ehretia_acuminata
EIGQ	Boraginales	Boraginaceae	Heliotropium	Heliotropium_calcicola
RGMN	Boraginales	Boraginaceae	Heliotropium	Heliotropium_calcicola
VJSJ	Boraginales	Boraginaceae	Heliotropium	Heliotropium_calcicola
XVRU	Boraginales	Boraginaceae	Heliotropium	Heliotropium_calcicola
OUER	Boraginales	Boraginaceae	Heliotropium	Heliotropium_convolvulaceum
IPPG	Boraginales	Boraginaceae	Heliotropium	Heliotropium_filiforme
OEKO	Boraginales	Boraginaceae	Heliotropium	Heliotropium_filiforme
XKVX	Boraginales	Boraginaceae	Heliotropium	Heliotropium_filiforme
ABEH	Boraginales	Boraginaceae	Heliotropium	Heliotropium_greggii
NIGS	Boraginales	Boraginaceae	Heliotropium	Heliotropium_karwinskyi
MZOB	Boraginales	Boraginaceae	Heliotropium	Heliotropium_mendocinum
IDGE	Boraginales	Boraginaceae	Heliotropium	Heliotropium_racemosum
DIHD	Boraginales	Boraginaceae	Heliotropium	Heliotropium_tenellum
JWEY	Boraginales	Boraginaceae	Heliotropium	Heliotropium_tenuifolium
CSWE	Boraginales	Boraginaceae	Heliotropium	Heliotropium_texanum
IWJG	Boraginales	Boraginaceae	Heliotropium	Heliotropium_texanum
MDJK	Boraginales	Boraginaceae	Heliotropium	Heliotropium_texanum
SMUR	Boraginales	Boraginaceae	Lennoa	Lennoa_madreporoides
DKFZ	Boraginales	Boraginaceae	Mertensia	Mertensia_paniculata
YQIJ	Boraginales	Boraginaceae	Phacelia	Phacelia_campanularia
HANM	Boraginales	Boraginaceae	Pholisma	Pholisma_arenarium
MGVU	Gentianales	Apocynaceae	Allamanda	Allamanda_cathartica
JCLQ	Gentianales	Apocynaceae	Apocynum	Apocynum_androsaemifolium
UFQC	Gentianales	Apocynaceae	Apocynum	Apocynum_androsaemifolium
YFQX	Gentianales	Apocynaceae	Apocynum	Apocynum_androsaemifolium
DSUV	Gentianales	Apocynaceae	Asclepias	Asclepias_curassavica
YADI	Gentianales	Apocynaceae	Asclepias	Asclepias_syriaca
UOYN	Gentianales	Apocynaceae	Catharanthus	Catharanthus_roseus
JGYZ	Gentianales	Apocynaceae	Holarrhena	Holarrhena_pubescens
QEHE	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia_tetraphylla
EDEQ	Gentianales	Apocynaceae	Wrightia	Wrightia_natalensis
HGSM	Gentianales	Gelsemiaceae	Gelsemium	Gelsemium_sempervirens
KPUM	Gentianales	Gentianaceae	Exacum	Exacum_affine
ECTD	Gentianales	Gentianaceae	Gentiana	Gentiana_acaulis
GGJD	Gentianales	Loganiaceae	Strychnos	Strychnos_spinosa
WQRD	Gentianales	Rubiaceae	Galium	Galium_boreale
ULGV	Gentianales	Rubiaceae	Morinda	Morinda_citrifolia
DNQA	Gentianales	Rubiaceae	Psychotria	Psychotria_douarrei
BQEQ	Gentianales	Rubiaceae	Psychotria	Psychotria_ipecacuanha
JOPH	Gentianales	Rubiaceae	Psychotria	Psychotria_ipecacuanha
ZSGF	Gentianales	Rubiaceae	Psychotria	Psychotria_ipecacuanha
PCNH	Gentianales	Rubiaceae	Psychotria	Psychotria_marginata
KTWL	Gentianales	Rubiaceae	unknown	unknown
PCGJ	Lamiales	Acanthaceae	Anisacanthus	Anisacanthus_quadrifidus
AYIY	Lamiales	Acanthaceae	Ruellia	Ruellia_brittoniana
NBMW	Lamiales	Acanthaceae	Sanchezia	Sanchezia_sp
WEAC	Lamiales	Acanthaceae	Strobilanthes	Strobilanthes_dyeriana
QKEI	Lamiales	Bignoniaceae	Kigelia	Kigelia_africana
SVQC	Lamiales	Bignoniaceae	Kigelia	Kigelia_africana
XAYK	Lamiales	Bignoniaceae	Kigelia	Kigelia_africana
TKEK	Lamiales	Bignoniaceae	Mansoa	Mansoa_alliacea
UTQR	Lamiales	Bignoniaceae	Tbebuia	Tabebuia_umbellata
GDZS	Lamiales	Byblidaceae	Byblis	Byblis_gigantea
DCCI	Lamiales	Calceolariaceae	Calceolaria	Calceolaria_pinifolia
RWKR	Lamiales	Gesneriaceae	Saintpaulia	Saintpaulia_ionantha
DTNC	Lamiales	Gesneriaceae	Sinningia	Sinningia_tuberosa
PUCW	Lamiales	Lamiaceae	Agastache	Agastache_rugosa
UCNM	Lamiales	Lamiaceae	Ajuga	Ajuga_reptans
FYUH	Lamiales	Lamiaceae	Lavandula	Lavandula_angustifolia
SNNC	Lamiales	Lamiaceae	Leonurus	Leonurus_japonicus
EAAA	Lamiales	Lamiaceae	Marrubium	Marrubium_vulgare
TAGM	Lamiales	Lamiaceae	Melissa	Melissa_officinalis
